name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,age,brand
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,3,jaguar
Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,5,tata
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,1,volvo
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,4,toyota
Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,7,maruti
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,2,maruti
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,4,honda
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,7,toyota
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,1,maruti
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,3,toyota
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,2,maruti
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,3,hyundai
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,1,bmw
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,1,bmw
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,1,honda
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,4,skoda
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,2,volvo
Mahindra XUV500 W8 2WD,2011,575000,110000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,9,mahindra
Tata Xenon XT EX 4X2,2014,440000,110000,Diesel,Individual,Manual,Second Owner,13.49,2179.0,138.03,5.0,6,tata
Maruti Swift VDI,2012,380000,100000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,8,maruti
Tata Manza Aura (ABS) Safire,2010,140000,116700,Petrol,Individual,Manual,Fourth & Above Owner,15.0,1368.0,90.0,5.0,10,tata
Tata Zest Quadrajet 1.3 75PS XE,2015,475000,25000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0,5,tata
Mahindra Xylo D2,2011,200000,200000,Diesel,Individual,Manual,Third Owner,13.0,2489.0,95.0,8.0,9,mahindra
Maruti Swift Ldi BSIV,2010,400000,176062,Diesel,Individual,Manual,First Owner,17.8,1248.0,75.0,5.0,10,maruti
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,425000,250000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8.0,12,toyota
Hyundai Santro LP zipPlus,2003,68000,70000,Petrol,Individual,Manual,Second Owner,0.0,0.0,0.0,0.0,17,hyundai
Honda Amaze Anniversary Edition,2015,509999,82000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,5,honda
Hyundai i10 Era 1.1 iTech SE,2010,275000,80000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,10,hyundai
Chevrolet Enjoy 1.3 TCDi LTZ 7,2017,650000,40000,Diesel,Individual,Manual,Second Owner,18.2,1248.0,73.74,7.0,3,chevrolet
Jeep Compass 2.0 Longitude Option BSIV,2019,1850000,14000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,1,jeep
Renault Duster 4x4,2014,650000,129000,Diesel,Individual,Manual,First Owner,19.72,1461.0,108.45,5.0,6,renault
Fiat Punto EVO 1.3 Emotion,2016,360000,60000,Diesel,Individual,Manual,Second Owner,20.5,1248.0,91.7,5.0,4,fiat
Volkswagen Ameo 1.5 TDI Highline Plus 16 AT,2018,650000,82000,Diesel,Individual,Automatic,First Owner,21.73,1498.0,108.62,5.0,2,volkswagen
Land Rover Range Rover Evoque 2.2L Pure,2013,2000000,77500,Diesel,Individual,Automatic,Third Owner,12.7,2179.0,187.7,5.0,7,land
Chevrolet Enjoy 1.3 TCDi LTZ 7,2017,675000,50000,Diesel,Individual,Manual,Second Owner,18.2,1248.0,73.74,7.0,3,chevrolet
Maruti 800 AC,2006,50000,40000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4.0,14,maruti
Maruti Wagon R VXI Opt 1.2,2017,445000,39500,Petrol,Individual,Manual,First Owner,20.52,1197.0,81.8,5.0,3,maruti
Hyundai Elite i20 Sportz Plus Diesel,2018,750000,40000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.76,5.0,2,hyundai
Maruti Swift VDI,2012,425000,56000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,8,maruti
Peugeot 309 GLD,1997,57000,110000,Diesel,Individual,Manual,Third Owner,0.0,0.0,0.0,0.0,23,peugeot
Hyundai i20 1.4 Asta Option,2017,850000,54000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,3,hyundai
Maruti Wagon R VXI BS IV,2016,400000,20000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,4,maruti
Tata Indica V2 eLX,2014,200000,55896,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.0,5.0,6,tata
Honda Amaze SX i-DTEC,2016,550000,35000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,4,honda
Honda Brio V MT,2012,250000,97000,Petrol,Individual,Manual,Second Owner,19.4,1198.0,86.8,5.0,8,honda
Maruti Alto 800 LXI,2014,206000,120000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,6,maruti
Hyundai EON Magna Plus,2014,290000,50000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,6,hyundai
Tata Nano Lx BSIV,2010,45000,30400,Petrol,Individual,Manual,Fourth & Above Owner,26.0,624.0,35.0,4.0,10,tata
Mahindra XUV300 W8 Option Diesel BSIV,2019,1200000,15000,Diesel,Individual,Manual,First Owner,20.0,1497.0,115.0,5.0,1,mahindra
Nissan Sunny Diesel XL,2012,220000,110000,Diesel,Individual,Manual,Third Owner,21.64,1461.0,84.8,5.0,8,nissan
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2008,515000,120000,Diesel,Individual,Automatic,Second Owner,14.84,2143.0,170.0,5.0,12,mercedes-benz
Maruti Alto LX,2010,170000,100000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,10,maruti
Maruti Swift Vdi BSIII,2010,260000,120000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0,10,maruti
Volkswagen Vento Diesel Highline,2012,315000,130000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,8,volkswagen
Maruti Alto K10 2010-2014 VXI,2011,225000,76000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0,9,maruti
Volkswagen Jetta 2.0L TDI Comfortline,2012,420000,110000,Diesel,Individual,Manual,Third Owner,19.33,1968.0,138.1,5.0,8,volkswagen
Mahindra Scorpio VLX 4WD AIRBAG BSIV,2011,525000,96000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,8.0,9,mahindra
Maruti Swift AMT ZDI,2018,670000,90000,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.0,5.0,2,maruti
Nissan Sunny Diesel XL,2012,220000,110000,Diesel,Individual,Manual,Third Owner,21.64,1461.0,84.8,5.0,8,nissan
Ford Figo Diesel Celebration Edition,2013,250000,25000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,5.0,7,ford
Maruti Swift Dzire VDi,2009,229999,90000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,11,maruti
Maruti Swift Dzire VDi,2009,229999,164000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,11,maruti
Honda Amaze EX i-Vtech,2013,300000,120000,Petrol,Individual,Manual,Second Owner,18.0,1198.0,86.7,5.0,7,honda
Maruti A-Star Vxi,2010,165000,66000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5.0,10,maruti
Tata New Safari DICOR 2.2 EX 4x4 BS IV,2010,295000,250000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.0,7.0,10,tata
Hyundai Verna 1.6 CRDI,2011,360000,157000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.3,5.0,9,hyundai
Hyundai Verna 1.6 CRDI,2011,380000,157000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.3,5.0,9,hyundai
Renault KWID 1.0 RXT 02 Anniversary Edition,2017,300000,35000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,3,renault
Mahindra Scorpio 2.6 Turbo 9 Str,2008,320000,100000,Diesel,Individual,Manual,Second Owner,12.7,2609.0,116.6,9.0,12,mahindra
Datsun GO Plus T BSIV,2016,325000,70000,Petrol,Individual,Manual,Second Owner,19.44,1198.0,67.0,7.0,4,datsun
Tata Manza Aqua Quadrajet BS IV,2010,160000,30000,Diesel,Individual,Manual,Second Owner,21.12,1248.0,88.8,5.0,10,tata
Mahindra Bolero Power Plus SLE,2018,630000,40000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,2,mahindra
Maruti Swift VXI,2020,600000,5000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,0,maruti
Maruti Alto 800 VXI,2014,229999,30000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,6,maruti
Maruti Swift ZDi,2014,440000,70000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,6,maruti
Chevrolet Spark 1.0 LT,2007,90000,60000,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5.0,13,chevrolet
Maruti Ciaz VDI SHVS,2017,750000,60000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,3,maruti
Honda City V MT,2012,330000,80000,Petrol,Individual,Manual,Second Owner,16.8,1497.0,116.3,5.0,8,honda
Maruti Ciaz ZDi Plus SHVS,2016,715000,70000,Diesel,Individual,Manual,Second Owner,28.09,1248.0,88.5,5.0,4,maruti
Skoda Fabia 1.2 TDI Active Plus,2013,250000,150000,Diesel,Individual,Manual,Second Owner,20.86,1199.0,75.0,5.0,7,skoda
Maruti Zen Estilo 1.1 LX BSIII,2007,120000,150000,Petrol,Individual,Manual,Second Owner,18.2,1061.0,64.0,5.0,13,maruti
Ford Ikon 1.6 Nxt,2004,100000,25000,Petrol,Individual,Manual,Third Owner,14.2,1597.0,92.0,5.0,16,ford
Skoda Rapid 1.5 TDI AT Style BSIV,2017,850000,35000,Diesel,Individual,Automatic,Second Owner,21.72,1498.0,108.6,5.0,3,skoda
Hyundai Xcent 1.2 CRDi E Plus,2018,450000,48000,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,5.0,2,hyundai
Volkswagen Polo Diesel Trendline 1.2L,2012,240000,200000,Diesel,Individual,Manual,First Owner,22.07,1199.0,73.9,5.0,8,volkswagen
Hyundai Santro GLS I - Euro I,2000,30000,90000,Petrol,Individual,Manual,Third Owner,0.0,0.0,0.0,0.0,20,hyundai
Maruti Swift Dzire VDI,2015,600000,135000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,5,maruti
Chevrolet Enjoy 1.3 TCDi LS 7,2016,280000,110000,Diesel,Individual,Manual,Second Owner,18.2,1248.0,73.74,7.0,4,chevrolet
Hyundai Verna 1.6 SX,2012,465000,146000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,8,hyundai
Maruti Alto 800 LXI,2018,350000,44000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,2,maruti
Hyundai i10 Magna 1.2 iTech SE,2013,325000,70000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,7,hyundai
Tata Indica V2 DLS TC,2004,50000,271000,Diesel,Individual,Manual,First Owner,16.8,1405.0,62.0,5.0,16,tata
Maruti Alto LXi BSIII,2006,110000,120000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,14,maruti
Tata Indigo eCS LX BSIV,2013,220000,80000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,7,tata
Mahindra Bolero 2011-2019 SLE BSIII,2015,515000,60000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,5,mahindra
Maruti Ciaz 1.4 Sigma,2018,750000,40000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0,2,maruti
Hyundai EON Sportz,2018,350000,25000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,2,hyundai
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,488999,15000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,1,hyundai
Maruti Alto 800 LXI,2017,300000,27000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,3,maruti
Maruti Baleno Alpha 1.3,2017,650000,35000,Diesel,Individual,Manual,Second Owner,27.39,1248.0,74.0,5.0,3,maruti
Maruti A-Star Vxi,2014,250000,40000,Petrol,Individual,Manual,First Owner,19.0,998.0,66.1,5.0,6,maruti
Maruti Alto 800 LXI,2014,200000,40000,Petrol,Individual,Manual,Third Owner,22.74,796.0,47.3,5.0,6,maruti
Mahindra Scorpio S10 7 Seater,2015,950000,75262,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7.0,5,mahindra
Tata Indigo eCS LX BSIV,2012,200000,120000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,8,tata
Hyundai EON 1.0 Era Plus,2016,276000,60000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,4,hyundai
Hyundai EON Magna Plus,2014,250000,40000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,6,hyundai
Maruti Alto LX,2008,95000,80000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,12,maruti
Tata Indigo CR4,2011,200000,70000,Diesel,Individual,Manual,Second Owner,23.57,1396.0,70.0,5.0,9,tata
Hyundai Verna 1.6 SX,2012,450000,100000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,8,hyundai
Mahindra XUV500 W6 2WD,2013,900000,18000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,7,mahindra
Tata Indigo CS LX (TDI) BS III,2010,200000,175000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5.0,10,tata
Hyundai i10 Sportz,2010,200000,70000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,10,hyundai
Mahindra Bolero 2011-2019 SLE,2011,370000,91863,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0,9,mahindra
Tata Indigo CS GLX BS III,2008,250000,100000,Petrol,Individual,Manual,First Owner,15.2,1193.0,65.0,5.0,12,tata
Renault KWID RXT,2016,290000,10000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,4,renault
Maruti Ertiga SHVS VDI,2018,900000,35000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,2,maruti
Ford Figo Diesel Celebration Edition,2013,325000,120000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.1,5.0,7,ford
Hyundai Grand i10 Magna,2016,425000,30000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,4,hyundai
Renault KWID RXT,2016,315000,60000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,4,renault
Maruti Alto K10 VXI,2014,300000,70000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,6,maruti
Hyundai i10 Sportz,2013,325000,70000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,7,hyundai
Hyundai Creta 1.4 CRDi S,2016,900000,130000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,4,hyundai
Hyundai Creta 1.4 CRDi S Plus,2016,950000,133000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,4,hyundai
Volkswagen Vento Diesel Trendline,2010,320000,120000,Diesel,Individual,Manual,Third Owner,20.54,1598.0,103.6,5.0,10,volkswagen
Volkswagen Ameo 1.0 MPI Trendline,2019,500000,20000,Petrol,Individual,Manual,First Owner,19.44,999.0,75.0,5.0,1,volkswagen
Ford Figo Petrol LXI,2012,290000,25000,Petrol,Individual,Manual,First Owner,15.6,1196.0,70.0,5.0,8,ford
Tata Nano Lx BSIV,2012,60000,90000,Petrol,Individual,Manual,First Owner,25.4,624.0,37.48,4.0,8,tata
Maruti A-Star Vxi,2009,120000,140000,Petrol,Individual,Manual,Third Owner,19.0,998.0,66.1,5.0,11,maruti
Honda City i-DTEC VX,2017,850000,103000,Diesel,Dealer,Manual,First Owner,25.6,1498.0,97.9,5.0,3,honda
Toyota Innova Crysta 2.4 GX MT BSIV,2017,1750000,23000,Diesel,Dealer,Manual,First Owner,13.68,2393.0,147.8,7.0,3,toyota
Honda City i DTEC V,2015,600000,128000,Diesel,Dealer,Manual,First Owner,26.0,1498.0,98.6,5.0,5,honda
Volkswagen Polo 1.5 TDI Highline,2015,620000,33000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.8,5.0,5,volkswagen
Maruti Alto LXi BSIII,2009,150000,70000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,11,maruti
Hyundai Santro Xing GL,2011,150000,40000,Petrol,Individual,Manual,Fourth & Above Owner,0.0,1086.0,62.0,5.0,9,hyundai
Tata Indigo Grand Petrol,2008,135000,40000,Petrol,Individual,Manual,Fourth & Above Owner,12.85,1396.0,99.6,5.0,12,tata
Tata Indica Vista Terra 1.4 TDI,2011,200000,80000,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,5.0,9,tata
Maruti Ciaz ZDi,2015,730000,70000,Diesel,Individual,Manual,First Owner,26.21,1248.0,88.5,5.0,5,maruti
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,800000,100000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,8.0,7,toyota
Mahindra Xylo E8,2009,300000,90000,Diesel,Individual,Manual,Second Owner,14.0,2498.0,112.0,8.0,11,mahindra
Ford Figo Diesel Titanium,2012,190000,112000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,8,ford
Honda Civic 1.8 V MT Inspire,2011,350000,50000,Petrol,Individual,Manual,First Owner,15.5,1799.0,132.0,5.0,9,honda
Hyundai Xcent 1.1 CRDi S,2015,509999,62000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5.0,5,hyundai
Maruti Ertiga LDI,2012,400000,90000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,8,maruti
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,800000,80000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.0,7.0,7,toyota
Tata Manza Club Class Quadrajet90 LS,2013,250000,50000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.8,5.0,7,tata
Hyundai Creta 1.6 CRDi SX,2016,930000,47552,Diesel,Individual,Manual,Second Owner,19.67,1582.0,126.2,5.0,4,hyundai
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,720000,40000,Diesel,Individual,Manual,Second Owner,24.3,1248.0,88.5,5.0,4,maruti
Ford Figo Petrol EXI,2011,225000,15000,Petrol,Individual,Manual,First Owner,15.6,1196.0,70.0,5.0,9,ford
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019,950000,20000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,1,ford
Hyundai i20 Active 1.2,2018,530000,52000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,2,hyundai
Hyundai i20 Magna 1.2,2016,470000,70000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,4,hyundai
Mahindra Bolero Power Plus Plus AC BSIV PS,2017,650000,110000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,3,mahindra
Tata Safari Storme LX,2014,540000,77500,Diesel,Individual,Manual,Second Owner,14.0,2179.0,138.1,7.0,6,tata
Maruti Swift VDI BSIV,2015,459999,100000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5.0,5,maruti
Renault KWID RXL,2019,325000,14700,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,1,renault
Maruti Omni MPI STD BSIV,2016,240000,40000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,5.0,4,maruti
Mahindra KUV 100 mFALCON G80 K2,2017,400000,32000,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,6.0,3,mahindra
Maruti Alto LXI,2004,70000,70000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,16,maruti
Maruti Swift Dzire VXi,2009,250000,80000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5.0,11,maruti
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,910000,80000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8.0,6,toyota
Maruti Swift Dzire VDI,2018,720000,25000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,2,maruti
Maruti Swift Dzire ZDI,2015,590000,50000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,5,maruti
Chevrolet Tavera Neo 3 10 Seats BSIII,2015,434000,120000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,10.0,5,chevrolet
Mahindra Bolero DI BSIII,2006,145000,170000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7.0,14,mahindra
Mahindra KUV 100 G80 K4 Plus 5Str,2018,445000,19700,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,5.0,2,mahindra
Hyundai Santro Xing GL Plus LPG,2011,191000,70000,LPG,Individual,Manual,First Owner,13.45,1086.0,62.1,5.0,9,hyundai
Ford Figo Aspire 1.5 TDCi Titanium,2018,372000,50000,Diesel,Individual,Manual,Fourth & Above Owner,25.83,1498.0,99.0,5.0,2,ford
Maruti Wagon R LXI,2005,65000,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,15,maruti
Hyundai Santro GLS I - Euro II,2007,150000,60000,Petrol,Individual,Manual,Third Owner,0.0,0.0,0.0,0.0,13,hyundai
Ford Figo Diesel LXI,2015,300000,140000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.05,5.0,5,ford
Mahindra Scorpio 2.6 DX,2003,125000,120000,Diesel,Individual,Manual,Third Owner,12.7,2609.0,116.6,8.0,17,mahindra
Tata Tigor 1.2 Revotron XZ Option,2017,520000,40000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,3,tata
Maruti Alto 800 LXI,2014,190000,70000,Petrol,Individual,Manual,Third Owner,22.74,796.0,47.3,5.0,6,maruti
Datsun RediGO 1.0 S,2018,310000,7000,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5.0,2,datsun
Toyota Innova 2.5 VX 8 STR BSIV,2012,750000,90000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8.0,8,toyota
Mahindra TUV 300 mHAWK100 T8 AMT,2016,750000,110000,Diesel,Individual,Automatic,First Owner,18.49,1493.0,100.0,7.0,4,mahindra
Maruti Alto K10 VXI,2019,350000,15000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,1,maruti
Maruti Alto 800 VXI,2020,360000,5000,Petrol,Individual,Manual,First Owner,22.05,796.0,47.3,5.0,0,maruti
Renault KWID RXE,2017,285000,5000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,3,renault
Maruti Alto 800 LX,2013,160000,70000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,7,maruti
Datsun GO Plus D,2015,229999,60000,Petrol,Individual,Manual,Second Owner,19.44,1198.0,67.0,7.0,5,datsun
Maruti Alto LXi,2007,85000,120000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,13,maruti
Datsun RediGO 1.0 S,2018,300000,7000,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5.0,2,datsun
Mahindra Scorpio 2009-2014 SLE 7S BSIV,2014,675000,120000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,7.0,6,mahindra
Mahindra Scorpio 2009-2014 SLE 7S BSIII,2014,700000,145241,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,7.0,6,mahindra
Mahindra Scorpio 2.6 Turbo 7 Str,2008,400000,110000,Diesel,Individual,Manual,First Owner,12.7,2609.0,116.6,8.0,12,mahindra
Renault KWID RXT,2016,254999,30000,Petrol,Individual,Manual,Third Owner,25.17,799.0,53.3,5.0,4,renault
Mahindra Scorpio S10 7 Seater,2015,1050000,80000,Diesel,Individual,Manual,Second Owner,15.4,2179.0,120.0,7.0,5,mahindra
Maruti Swift Dzire VDI,2013,390000,100000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,7,maruti
Toyota Etios Liva GD,2015,450000,80000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5.0,5,toyota
Toyota Innova Crysta 2.8 GX AT BSIV,2016,1630000,40000,Diesel,Individual,Automatic,Second Owner,11.36,2755.0,171.5,7.0,4,toyota
Maruti Vitara Brezza VDi Option,2017,725000,50000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,3,maruti
Tata Safari Storme LX,2013,466000,95500,Diesel,Individual,Manual,Second Owner,14.0,2179.0,138.1,7.0,7,tata
Ford Figo 1.2P Ambiente MT,2017,370000,40000,Petrol,Individual,Manual,Second Owner,18.16,1196.0,86.8,5.0,3,ford
Maruti Zen Estilo 1.1 VXI BSIII,2007,150000,70000,Petrol,Individual,Manual,Third Owner,18.2,1061.0,64.0,5.0,13,maruti
Maruti Celerio ZXI Optional,2017,483000,15000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,3,maruti
Hyundai Grand i10 Magna,2016,470000,10000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,4,hyundai
Maruti Vitara Brezza ZDi Plus Dual Tone,2018,950000,25000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,2,maruti
Hyundai Verna 1.6 VTVT,2013,450000,50000,Petrol,Individual,Manual,Third Owner,17.01,1591.0,121.3,5.0,7,hyundai
Toyota Etios VX,2011,345000,70000,Petrol,Individual,Manual,First Owner,17.6,1496.0,88.7,5.0,9,toyota
Maruti A-Star Vxi,2009,300000,60000,Petrol,Individual,Manual,First Owner,19.0,998.0,66.1,5.0,11,maruti
Maruti Zen Estilo VXI BSIII,2007,160000,74800,Petrol,Individual,Manual,Second Owner,18.2,998.0,67.1,5.0,13,maruti
Maruti 800 AC BSIII,2004,120000,80000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,16,maruti
